activityID,activityName,duration,cost,quantity,wbsSeq,actSeq
2513E55R000ME35140,Shell Nozzle Drawing for Intermediate Produced Water Tank - IFC,115,5,10,b,62
2513E55R000ME35155,Roof Handrail Drawing for Intermediate Produced Water Tank - AFD,129,5,10,c,63
2513E55R000ME35165,Roof Handrail Drawing for Intermediate Produced Water Tank - AFC,41,5,10,d,64
2513E55R000ME35175,Pipe Support Clip & Insulation Clip Drawing for Intermediate Produced Water Tank - AFD,109,5,10,e,65
2513E55R000ME35185,Pipe Support Clip & Insulation Clip Drawing for Intermediate Produced Water Tank - AFC,41,5,10,a,66
2513E55R000ME35195,Platform & Ladder Drawing for Intermediate Produced Water Tank - AFD,129,5,10,b,67
2513E55R000ME35205,Platform & Ladder Drawing for Intermediate Produced Water Tank - AFC,41,5,10,c,68
2513E55R000ME35020,Loading Data for Intermediate Produced Water Tank - IFD,18,5,10,d,69
2513E55R000ME35030,General Assembly Drawing for Intermediate Produced Water Tank - IFD,18,5,10,e,70
2513E55R000ME35040,General Assembly Drawing for Intermediate Produced Water Tank - IFC,151,5,10,a,71
2513E55R000ME35050,Nozzle Orientation Drawing for Intermediate Produced Water Tank - IFD,21,5,10,b,72
2513E55R000ME35060,Nozzle Orientation Drawing for Intermediate Produced Water Tank - IFC,88,5,10,c,73
2513E55R000ME35070,Shell Plate Drawing for Intermediate Produced Water Tank - IFD,22,5,10,d,74
2513E55R000ME35080,Shell Plate Drawing for Intermediate Produced Water Tank - IFC,124,5,10,e,75
2513E55R000ME35090,Roof Structure Drawing for Intermediate Produced Water Tank - IFD,22,5,10,a,76
2513E55R000ME35100,Roof Structure Drawing for Intermediate Produced Water Tank - IFC,95,5,10,b,77
2513E55R000ME35110,Shell Manhole Drawing for Intermediate Produced Water Tank - IFD,21,5,10,c,78
2513E55R000ME35120,Shell Manhole Drawing for Intermediate Produced Water Tank - IFC,115,5,10,d,79
2513E55R000ME35010,Strength Calculation for Intermediate Produced Water Tank - IFD,18,5,10,e,80
2513E55R000ME35215,Name Plate Drawing for Intermediate Produced Water Tank - AFD,89,5,10,a,81
2513E55R000ME35015,Strength Calculation for Intermediate Produced Water Tank - AFD,66,5,10,b,82
2513E55R000ME35025,Loading Data for Intermediate Produced Water Tank - AFD,66,5,10,c,83
2513E55R000ME35035,General Assembly Drawing for Intermediate Produced Water Tank - AFD,125,5,10,d,84
2513E55R000ME35045,General Assembly Drawing for Intermediate Produced Water Tank - AFC,41,5,10,e,85
2513E55R000ME35055,Nozzle Orientation Drawing for Intermediate Produced Water Tank - AFD,64,5,10,a,86
2513E55R000ME35065,Nozzle Orientation Drawing for Intermediate Produced Water Tank - AFC,42,5,10,b,87
2513E55R000ME35075,Shell Plate Drawing for Intermediate Produced Water Tank - AFD,98,5,10,c,88
2513E55R000ME35085,Shell Plate Drawing for Intermediate Produced Water Tank - AFC,41,5,10,d,89
2513E55R000ME35095,Roof Structure Drawing for Intermediate Produced Water Tank - AFD,68,5,10,e,90
2513E55R000ME35105,Roof Structure Drawing for Intermediate Produced Water Tank - AFC,41,5,10,a,91
2513E55R000ME35115,Shell Manhole Drawing for Intermediate Produced Water Tank - AFD,83,5,10,b,92
2513E55R000ME35125,Shell Manhole Drawing for Intermediate Produced Water Tank - AFC,44,5,10,c,93
2513E55R000ME35135,Shell Nozzle Drawing for Intermediate Produced Water Tank - AFD,83,5,10,d,94
2513E55R000ME35145,Shell Nozzle Drawing for Intermediate Produced Water Tank - AFC,44,5,10,e,95
2513E55R000ME35225,Name Plate Drawing for Intermediate Produced Water Tank - AFC,41,5,10,a,96
2513E55R000ME10215,Mechanical Handling Study - AFD,75,5,10,b,97
2513E55R000ME99900,Mechanical (As-Built),31,5,10,c,98
2513E55R000ME10210,Mechanical Handling Study - IFD,92,5,10,d,99
2513E55R000ME40090,Roof Structure Drawing for Off-Spec Oil Tank - IFD,22,5,10,e,100
2513E55R000ME40145,Shell Nozzle Drawing for Off-Spec Oil Tank - AFC,44,5,10,a,101
2513E55R000ME40155,Roof Handrail Drawing for Off-Spec Oil Tank - AFD,129,5,10,b,102
2513E55R000ME40165,Roof Handrail Drawing for Off-Spec Oil Tank - AFC,41,5,10,c,103
2513E55R000ME40175,Pipe Support Clip & Insulation Clip Drawing for Off-Spec Oil Tank - AFD,109,5,10,d,104
2513E55R000ME40185,Pipe Support Clip & Insulation Clip Drawing for Off-Spec Oil Tank - AFC,41,5,10,e,105
2513E55R000ME40195,Platform & Ladder Drawing for Off-Spec Oil Tank - AFD,129,5,10,a,106
2513E55R000ME40205,Platform & Ladder Drawing for Off-Spec Oil Tank - AFC,41,5,10,b,107
2513E55R000ME40215,Name Plate Drawing for Off-Spec Oil Tank - AFD,89,5,10,c,108
2513E55R000ME40225,Name Plate Drawing for Off-Spec Oil Tank - AFC,41,5,10,d,109
2513E55R000ME40015,Strength Calculation for Off-Spec Oil Tank - AFD,66,5,10,e,110
2513E55R000ME40025,Loading Data for Off-Spec Oil Tank - AFD,66,5,10,a,111
2513E55R000ME40135,Shell Nozzle Drawing for Off-Spec Oil Tank - AFD,83,5,10,b,112
2513E55R000ME40095,Roof Structure Drawing for Off-Spec Oil Tank - AFD,69,5,10,c,113
2513E55R000ME40100,Roof Structure Drawing for Off-Spec Oil Tank - IFC,95,5,10,d,114
2513E55R000ME40110,Shell Manhole Drawing for Off-Spec Oil Tank - IFD,21,5,10,e,115
2513E55R000ME40120,Shell Manhole Drawing for Off-Spec Oil Tank - IFC,115,5,10,a,116
2513E55R000ME40130,Shell Nozzle Drawing for Off-Spec Oil Tank - IFD,21,5,10,b,117
2513E55R000ME40140,Shell Nozzle Drawing for Off-Spec Oil Tank - IFC,115,5,10,c,118
2513E55R000ME40150,Roof Handrail Drawing for Off-Spec Oil Tank - IFD,19,5,10,d,119
2513E55R000ME40085,Shell Plate Drawing for Off-Spec Oil Tank - AFC,41,5,10,e,120
2513E55R000ME40160,Roof Handrail Drawing for Off-Spec Oil Tank - IFC,153,5,10,a,121
2513E55R000ME40170,Pipe Support Clip & Insulation Clip Drawing for Off-Spec Oil Tank - IFD,20,5,10,b,122
2513E55R000ME40180,Pipe Support Clip & Insulation Clip Drawing for Off-Spec Oil Tank - IFC,133,5,10,c,123
2513E55R000ME40190,Platform & Ladder Drawing for Off-Spec Oil Tank - IFD,19,5,10,d,124
2513E55R000ME40200,Platform & Ladder Drawing for Off-Spec Oil Tank - IFC,153,5,10,e,125
2513E55R000ME40210,Name Plate Drawing for Off-Spec Oil Tank - IFD,21,5,10,a,126
2513E55R000ME40220,Name Plate Drawing for Off-Spec Oil Tank - IFC,113,5,10,b,127
2513E55R000ME40010,Strength Calculation for Off-Spec Oil Tank - IFD,18,5,10,c,128
2513E55R000ME40020,Loading Data for Off-Spec Oil Tank - IFD,18,5,10,d,129
2513E55R000ME40030,General Assembly Drawing for Off-Spec Oil Tank - IFD,18,5,10,e,130
2513E55R000ME40105,Roof Structure Drawing for Off-Spec Oil Tank - AFC,41,5,10,a,131
2513E55R000ME40115,Shell Manhole Drawing for Off-Spec Oil Tank - AFD,83,5,10,b,132
2513E55R000ME40125,Shell Manhole Drawing for Off-Spec Oil Tank - AFC,44,5,10,c,133
2513E55R000ME40045,General Assembly Drawing for Off-Spec Oil Tank - AFC,41,5,10,d,134
2513E55R000ME40055,Nozzle Orientation Drawing for Off-Spec Oil Tank - AFD,64,5,10,e,135
2513E55R000ME40065,Nozzle Orientation Drawing for Off-Spec Oil Tank - AFC,42,5,10,a,136
2513E55R000ME40075,Shell Plate Drawing for Off-Spec Oil Tank - AFD,98,5,10,b,137
2513E55R000ME40035,General Assembly Drawing for Off-Spec Oil Tank - AFD,125,5,10,c,138
2513E55R000ME40040,General Assembly Drawing for Off-Spec Oil Tank - IFC,151,5,10,d,139
2513E55R000ME40050,Nozzle Orientation Drawing for Off-Spec Oil Tank - IFD,21,5,10,e,140
2513E55R000ME40060,Nozzle Orientation Drawing for Off-Spec Oil Tank - IFC,88,5,10,a,141
2513E55R000ME40070,Shell Plate Drawing for Off-Spec Oil Tank - IFD,22,5,10,b,142
2513E55R000ME40080,Shell Plate Drawing for Off-Spec Oil Tank - IFC,124,5,10,c,143
2513E55R000ME90090,Material Requisition for Carbon Steel Pressure Vessel - IFI,17,5,10,d,144
2513E55R000ME90100,Material Requisition for Stainless Steel & Clad Pressure Vessel - IFI,12,5,10,e,145
2513E55R000ME90110,Material Requisition for Shell & Tube Heat exchanger - IFI,19,5,10,a,146
2513E55R000ME90120,Material Requisition for Plate Type Heat exchanger - IFI,21,5,10,b,147
2513E55R000ME90130,Material Requisition for Air Cooled Heat exchanger - IFI,12,5,10,c,148
2513E55R000ME90150,Material Requisition for Filters & Coalescers - IFI,12,5,10,d,149
2513E55R000ME90160,Material Requisition for Make up Sea Water Package - IFI,27,5,10,e,150
2513E55R000ME90170,Material Requisition for Tank Accessories - I - IFI,20,5,10,a,151
2513E55R000ME90180,Material Requisition for Tank Accessories - II - IFI,20,5,10,b,152
2513E55R000ME90190,Material Requisition for Centrifugal Horizontal Pump(API 610) - IFI,17,5,10,c,153
2513E55R000ME90200,Material Requisition for Centrifugal Vertical Pump(API 610) - IFI,21,5,10,d,154
2513E55R000ME90210,Material Requisition for Centrifugal Submersible Motor Pump - IFI,23,5,10,e,155
2513E55R000ME90220,Material Requisition for Fire Fighting Pumps - IFI,22,5,10,a,156
2513E55R000ME90230,Material Requisition for Instrument Air Compressor & Air Dryer Package - IFI,24,5,10,b,157
2513E55R000ME90140,Material Requisition for Electric Heater - IFI,26,5,10,c,158
2513E55R000ME90240,Material Requisition for Diesel Engine Driven Power Generator - IFI,22,5,10,d,159
2513E55R000ME90250,Material Requisition for Nitrogen Generator Package - IFI,17,5,10,e,160
2513E55R000ME90260,Material Requisition for Open Drain CPI Separator Package - IFI,10,5,10,a,161
2513E55R000ME90270,Material Requisition for Produced Water Treatment Package - IFI,13,5,10,b,162
2513E55R000ME90280,Material Requisition for Sand Removal Package - IFI,12,5,10,c,163
2513E55R000ME90290,Material Requisition for Nitrogen Snuffing Compressor Package - IFI,11,5,10,d,164
2513E55R000ME90300,Material Requisition for Electric Bridge Crane - IFI,20,5,10,e,165
2513E55R000ME90310,Material Requisition for Hoist - IFI,22,5,10,a,166
2513E55R000ME15215,Mechanical Data Sheet for Shell & Tube Heat Exchanger - AFD,63,5,10,b,167
2513E55R000ME15235,Mechanical Data Sheet for Plate Type Heat Exchanger - AFD,154,5,10,c,168
2513E55R000ME15255,Mechanical Data Sheet for Air Cooled Heat Exchanger - AFD,174,5,10,d,169
2513E55R000ME15275,Mechanical Data Sheet for Electric Heater - AFD,165,5,10,e,170
2513E55R000ME15295,Mechanical Data Sheet for Filters & Coalescers - AFD,140,5,10,a,171
2513E55R000ME15315,Mechanical Data Sheet for Make up Sea Water Package - AFD,169,5,10,b,172
2513E55R000ME15195,Mechanical Data Sheet for Stainless Steel & Clad Pressure Vessel - AFD,61,5,10,c,173
2513E55R000ME15490,Mechanical Data Sheet for Hoist - IFD,22,5,10,d,174
2513E55R000ME15010,Mechanical Data Sheet for Off-spec Oil Tank - IFD,18,5,10,e,175
2513E55R000ME15030,Mechanical Data Sheet for Flow Tank - IFD,18,5,10,a,176
2513E55R000ME15050,Mechanical Data Sheet for Sea Water Tank - IFD,18,5,10,b,177
2513E55R000ME15070,Mechanical Data Sheet for Wash Water Tank - IFD,18,5,10,c,178
2513E55R000ME15090,Mechanical Data Sheet for Intermediate Produced Water Tank - IFD,18,5,10,d,179
2513E55R000ME15110,Mechanical Data Sheet for Hot Oil Storage Tank - IFD,18,5,10,e,180
2513E55R000ME15130,Mechanical Data Sheet for Fire Water Tanks - IFD,21,5,10,a,181
2513E55R000ME15150,Mechanical Data Sheet for Water Injection Surge Tank - IFD,18,5,10,b,182
2513E55R000ME15170,Mechanical Data Sheet for Pressure Vessel - IFD,17,5,10,c,183
2513E55R000ME15190,Mechanical Data Sheet for Stainless Steel & Clad Pressure Vessel - IFD,20,5,10,d,184
2513E55R000ME15210,Mechanical Data Sheet for Shell & Tube Heat Exchanger - IFD,19,5,10,e,185
2513E55R000ME15230,Mechanical Data Sheet for Plate Type Heat Exchanger - IFD,21,5,10,a,186
2513E55R000ME15250,Mechanical Data Sheet for Air Cooled Heat Exchanger - IFD,18,5,10,b,187
2513E55R000ME15270,Mechanical Data Sheet for Electric Heater - IFD,26,5,10,c,188
2513E55R000ME15290,Mechanical Data Sheet for Filters & Coalescers - IFD,12,5,10,d,189
2513E55R000ME15310,Mechanical Data Sheet for Make up Sea Water Package - IFD,20,5,10,e,190
2513E55R000ME15330,Mechanical Data Sheet for Accessories I - IFD,20,5,10,a,191
2513E55R000ME15470,Mechanical Data Sheet for Electric Bridge Crane - IFD,22,5,10,b,192
2513E55R000ME15435,Mechanical Data Sheet for Fire Fighting Pump - AFD,162,5,10,c,193
2513E55R000ME15455,Mechanical Data Sheet for Emergency Diesel Generator - AFD,165,5,10,d,194
2513E55R000ME15475,Mechanical Data Sheet for Electric Bridge Crane - AFD,179,5,10,e,195
2513E55R000ME15495,Mechanical Data Sheet for Hoist - AFD,155,5,10,a,196
2513E55R000ME15415,Mechanical Data Sheet for Centrifugal Submersible Pump - AFD,40,5,10,b,197
2513E55R000ME90030,Technical Data Sheet For Instrument Air Compressor and Air Dryer Package - IFD,24,5,10,c,198
2513E55R000ME90040,Technical Data Sheet For Nitrogen Generator Package - IFD,17,5,10,d,199
2513E55R000ME15350,Mechanical Data Sheet for Accessories II - IFD,20,5,10,e,200
2513E55R000ME15370,Mechanical Data Sheet for Centrifugal Horizontal Pump(API610) - IFD,20,5,10,a,201
2513E55R000ME15390,Mechanical Data Sheet for Centrifugal Vertical Pump(API610) - IFD,20,5,10,b,202
2513E55R000ME15410,Mechanical Data Sheet for Centrifugal Submersible Pump - IFD,23,5,10,c,203
2513E55R000ME15430,Mechanical Data Sheet for Fire Fighting Pump - IFD,23,5,10,d,204
2513E55R000ME15450,Mechanical Data Sheet for Emergency Diesel Generator - IFD,23,5,10,e,205
2513E55R000ME15335,Mechanical Data Sheet for Accessories I - AFD,131,5,10,a,206
2513E55R000ME15355,Mechanical Data Sheet for Accessories II - AFD,131,5,10,b,207
2513E55R000ME15375,Mechanical Data Sheet for Centrifugal Horizontal Pump(API610) - AFD,38,5,10,c,208
2513E55R000ME15395,Mechanical Data Sheet for Centrifugal Vertical Pump(API610) - AFD,38,5,10,d,209
2513E55R000ME90050,Technical Data Sheet For Open Drain CPI Separator Package - IFD,10,5,10,e,210
2513E55R000ME90060,Technical Data Sheet For Produced Water Treatment Package - IFD,13,5,10,a,211
2513E55R000ME90070,Technical Data Sheet For Sand Removal Package - IFD,12,5,10,b,212
2513E55R000ME90080,Technical Data Sheet For Nitrogen Snuffing Compressor Package - IFD,33,5,10,c,213
2513E55R000ME90031,Technical Data Sheet For Instrument Air Compressor and Air Dryer Package - AFD,169,5,10,d,214
2513E55R000ME90041,Technical Data Sheet For Nitrogen Generator Package - AFD,162,5,10,e,215
2513E55R000ME90051,Technical Data Sheet For Open Drain CPI Separator Package - AFD,169,5,10,a,216
2513E55R000ME90061,Technical Data Sheet For Produced Water Treatment Package - AFD,174,5,10,b,217
2513E55R000ME90071,Technical Data Sheet For Sand Removal Package - AFD,167,5,10,c,218
2513E55R000ME90081,Technical Data Sheet For Nitrogen Snuffing Compressor Package - AFD,115,5,10,d,219
2513E55R000ME15035,Mechanical Data Sheet for Flow Tank - AFD,64,5,10,e,220
2513E55R000ME15055,Mechanical Data Sheet for Sea Water Tank - AFD,64,5,10,a,221
2513E55R000ME15075,Mechanical Data Sheet for Wash Water Tank - AFD,64,5,10,b,222
2513E55R000ME15095,Mechanical Data Sheet for Intermediate Produced Water Tank - AFD,64,5,10,c,223
2513E55R000ME15115,Mechanical Data Sheet for Hot Oil Storage Tank - AFD,64,5,10,d,224
2513E55R000ME15135,Mechanical Data Sheet for Fire Water Tanks - AFD,15,5,10,e,225
2513E55R000ME15155,Mechanical Data Sheet for Water Injection Surge Tank - AFD,64,5,10,a,226
2513E55R000ME15175,Mechanical Data Sheet for Pressure Vessel - AFD,64,5,10,b,227
2513E55R000ME15015,Mechanical Data Sheet for Off-spec Oil Tank - AFD,64,5,10,c,228
2513E55R000ME90010,Basis of Design For Machinery & Package - IFD,23,5,10,d,229
2513E55R000ME90020,Basis of Design For Static Equipment & Heat Exchanger - IFD,23,5,10,e,230
2513E55R000ME90011,Basis of Design For Machinery & Package - AFD,37,5,10,a,231
2513E55R000ME90021,Basis of Design For Static Equipment & Heat Exchanger - AFD,37,5,10,b,232
2513E55R000ME30025,Loading Data for Hot Oil Storage Tank - AFD,65,5,10,c,233
2513E55R000ME30035,General Assembly Drawing for Hot Oil Storage Tank - AFD,125,5,10,d,234
2513E55R000ME30045,General Assembly Drawing for Hot Oil Storage Tank - AFC,41,5,10,e,235
2513E55R000ME30055,Nozzle Orientation Drawing for Hot Oil Storage Tank - AFD,64,5,10,a,236
2513E55R000ME30065,Nozzle Orientation Drawing for Hot Oil Storage Tank - AFC,42,5,10,b,237
2513E55R000ME30075,Plate Drawing for Hot Oil Storage Tank - AFD,98,5,10,c,238
2513E55R000ME30085,Plate Drawing for Hot Oil Storage Tank - AFC,41,5,10,d,239
2513E55R000ME30165,Roof Handrail Drawing for Hot Oil Storage Tank - AFC,41,5,10,e,240
2513E55R000ME30175,Pipe Support Clip & Insulation Clip Drawing for Hot Oil Storage Tank - AFD,109,5,10,a,241
2513E55R000ME30155,Roof Handrail Drawing for Hot Oil Storage Tank - AFD,129,5,10,b,242
2513E55R000ME30195,Platform & Ladder Drawing for Hot Oil Storage Tank - AFD,129,5,10,c,243
2513E55R000ME30200,Platform & Ladder Drawing for Hot Oil Storage Tank - IFC,153,5,10,d,244
2513E55R000ME30210,Bottom Support Drawing for Electric Heater Drawing for Hot Oil Storage Tank - IFD,20,5,10,e,245
2513E55R000ME30185,Pipe Support Clip & Insulation Clip Drawing for Hot Oil Storage Tank - AFC,41,5,10,a,246
2513E55R000ME30105,Roof Structure Drawing for Hot Oil Storage Tank - AFC,41,5,10,b,247
2513E55R000ME30115,Manhole Drawing for Hot Oil Storage Tank - AFD,83,5,10,c,248
2513E55R000ME30125,Manhole Drawing for Hot Oil Storage Tank - AFC,44,5,10,d,249
2513E55R000ME30135,Nozzle Drawing for Hot Oil Storage Tank - AFD,83,5,10,e,250
2513E55R000ME30145,Nozzle Drawing for Hot Oil Storage Tank - AFC,44,5,10,a,251
2513E55R000ME30230,Name Plate Drawing for Hot Oil Storage Tank - IFD,21,5,10,b,252
2513E55R000ME30240,Name Plate Drawing for Hot Oil Storage Tank - IFC,113,5,10,c,253
2513E55R000ME30010,Strength Calculation for Hot Oil Storage Tank - IFD,19,5,10,d,254
2513E55R000ME30020,Loading Data for Hot Oil Storage Tank - IFD,19,5,10,e,255
2513E55R000ME30220,Bottom Support Drawing for Electric Heater Drawing for Hot Oil Storage Tank - IFC,133,5,10,a,256
2513E55R000ME30095,Roof Structure Drawing for Hot Oil Storage Tank - AFD,68,5,10,b,257
2513E55R000ME30030,General Assembly Drawing for Hot Oil Storage Tank - IFD,18,5,10,c,258
2513E55R000ME30040,General Assembly Drawing for Hot Oil Storage Tank - IFC,151,5,10,d,259
2513E55R000ME30050,Nozzle Orientation Drawing for Hot Oil Storage Tank - IFD,21,5,10,e,260
2513E55R000ME30060,Nozzle Orientation Drawing for Hot Oil Storage Tank - IFC,88,5,10,a,261
2513E55R000ME30070,Plate Drawing for Hot Oil Storage Tank - IFD,22,5,10,b,262
2513E55R000ME30080,Plate Drawing for Hot Oil Storage Tank - IFC,124,5,10,c,263
2513E55R000ME30090,Roof Structure Drawing for Hot Oil Storage Tank - IFD,23,5,10,d,264
2513E55R000ME30100,Roof Structure Drawing for Hot Oil Storage Tank - IFC,94,5,10,e,265
2513E55R000ME30110,Manhole Drawing for Hot Oil Storage Tank - IFD,21,5,10,a,266
2513E55R000ME30120,Manhole Drawing for Hot Oil Storage Tank - IFC,115,5,10,b,267
2513E55R000ME30130,Nozzle Drawing for Hot Oil Storage Tank - IFD,21,5,10,c,268
2513E55R000ME30140,Nozzle Drawing for Hot Oil Storage Tank - IFC,115,5,10,d,269
2513E55R000ME30150,Roof Handrail Drawing for Hot Oil Storage Tank - IFD,19,5,10,e,270
2513E55R000ME30160,Roof Handrail Drawing for Hot Oil Storage Tank - IFC,153,5,10,a,271
2513E55R000ME30170,Pipe Support Clip & Insulation Clip Drawing for Hot Oil Storage Tank - IFD,20,5,10,b,272
2513E55R000ME30180,Pipe Support Clip & Insulation Clip Drawing for Hot Oil Storage Tank - IFC,133,5,10,c,273
2513E55R000ME30190,Platform & Ladder Drawing for Hot Oil Storage Tank - IFD,19,5,10,d,274
2513E55R000ME30205,Platform & Ladder Drawing for Hot Oil Storage Tank - AFC,41,5,10,e,275
2513E55R000ME30215,Bottom Support Drawing for Electric Heater Drawing for Hot Oil Storage Tank - AFD,109,5,10,a,276
2513E55R000ME30225,Bottom Support Drawing for Electric Heater Drawing for Hot Oil Storage Tank - AFC,41,5,10,b,277
2513E55R000ME30235,Name Plate Drawing for Hot Oil Storage Tank - AFD,89,5,10,c,278
2513E55R000ME30245,Name Plate Drawing for Hot Oil Storage Tank - AFC,41,5,10,d,279
2513E55R000ME30015,Strength Calculation for Hot Oil Storage Tank - AFD,65,5,10,e,280
2513E55R000ME45030,General Assembly Drawing for Sea Water Tank - IFD,18,5,10,a,281
2513E55R000ME45040,General Assembly Drawing for Sea Water Tank - IFC,151,5,10,b,282
2513E55R000ME45050,Nozzle Orientation Drawing for Sea Water Tank - IFD,21,5,10,c,283
2513E55R000ME45060,Nozzle Orientation Drawing for Sea Water Tank - IFC,88,5,10,d,284
2513E55R000ME45070,Shell Plate Drawing for Sea Water Tank - IFD,22,5,10,e,285
2513E55R000ME45085,Shell Plate Drawing for Sea Water Tank - AFC,41,5,10,a,286
2513E55R000ME45095,Roof Structure Drawing for Sea Water Tank - AFD,69,5,10,b,287
2513E55R000ME45105,Roof Structure Drawing for Sea Water Tank - AFC,41,5,10,c,288
2513E55R000ME45115,Shell Manhole Drawing for Sea Water Tank - AFD,83,5,10,d,289
2513E55R000ME45125,Shell Manhole Drawing for Sea Water Tank - AFC,44,5,10,e,290
2513E55R000ME45135,Shell Nozzle Drawing for Sea Water Tank - AFD,83,5,10,a,291
2513E55R000ME45145,Shell Nozzle Drawing for Sea Water Tank - AFC,44,5,10,b,292
2513E55R000ME45155,Roof Handrail Drawing for Sea Water Tank - AFD,129,5,10,c,293
2513E55R000ME45165,Roof Handrail Drawing for Sea Water Tank - AFC,41,5,10,d,294
2513E55R000ME45175,Pipe Support Clip Drawing for Sea Water Tank - AFD,109,5,10,e,295
